관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26530-3272,1,일반,2,일반건축물,부산광역시 사상구 모라동 273-10번지, 부산광역시 사상구 사상로 540,,26530,10200,0,273,10,,,,0,2.65E+11,10201,0,540,0,사상로892,0,주건축물,0,65.09,0,65.09,65.09,0,12,블록구조,브록조,3000,제1종근린생활시설,점포및주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,65.09,0,0,0,0,0,0,0,0,19751018,,19751106,,,,,,0,,0,0,,0,,0,20140426,128.990056,35.19239547
26530-3734,1,일반,2,일반건축물,부산광역시 사상구 모라동 648-7번지, 부산광역시 사상구 사상로519번길 30-1,,26530,10200,0,648,7,,,,0,2.65E+11,10201,0,30,1,,0,주건축물,0,78.31,0,146.57,131.2,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,1,0,0,0,0,146.57,0,0,0,0,0,0,0,0,19770323,,19770613,,,,,,0,,0,0,,0,,0,20140426,128.9877495,35.19135755
26410-3330,1,일반,2,일반건축물,부산광역시 금정구 금성동 263번지, 부산광역시 금정구 땅곡길 13-4,,26410,11300,0,263,0,,,,0,2.64E+11,11301,0,13,4,,0,주건축물,0,33.06,0,33.06,33.06,0,51,일반목구조,평목조,1000,단독주택,주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,33.06,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20140508,129.0536781,35.2518043
26410-3331,1,일반,2,일반건축물,부산광역시 금정구 금성동 263번지, 부산광역시 금정구 땅곡길 13-4,,26410,11300,0,263,0,,,,0,2.64E+11,11301,0,13,4,,0,주건축물,0,29.75,0,29.75,29.75,0,51,일반목구조,평목조,1000,단독주택,주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,29.75,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20140508,129.0536781,35.2518043
26530-3777,1,일반,2,일반건축물,부산광역시 사상구 모라동 650-3번지, 부산광역시 사상구 모라로 37,,26530,10200,0,650,3,,,,0,2.65E+11,10202,0,37,0,,0,주건축물,145.48,84.26,57.92,165.25,165.25,113.59,12,블록구조,브록조,1000,단독주택,"다세대주택, 점포",10,(철근)콘크리트,슬라브,0,4,7.9,2,0,0,0,0,0,165.25,0,0,0,0,0,0,0,0,19760316,,19760722,,,,,,0,,0,0,,0,,0,20140426,128.9866962,35.19125533
26530-3828,1,일반,2,일반건축물,부산광역시 사상구 모라동 651-8번지, 부산광역시 사상구 모라로51번길 23-4,,26530,10200,0,651,8,,,,0,2.65E+11,10201,0,23,4,,0,주건축물,0,104.115,0,176.035,176.035,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,176.035,0,0,0,0,0,0,0,0,19780608,,19781006,,,,,,0,,0,0,,0,,0,20140426,128.9878872,35.19064766
26530-3832,1,일반,2,일반건축물,부산광역시 사상구 모라동 651-11번지, 부산광역시 사상구 사상로519번길 25-8,,26530,10200,0,651,11,,,,0,2.65E+11,10201,0,25,8,B동,0,주건축물,517.4,71.74,13.87,138.04,138.04,26.68,12,블록구조,시멘트브록조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,138.04,0,0,0,0,0,0,0,0,19761027,,19770831,,,,,,0,,0,0,,0,,0,20140426,128.9876237,35.19096611
26530-4066,1,일반,2,일반건축물,부산광역시 사상구 모라동 658-14번지, 부산광역시 사상구 모라로46번길 46-1,,26530,10200,0,658,14,,,,0,2.65E+11,10201,0,46,1,,0,주건축물,0,66.12,0,115.71,115.71,0,12,블록구조,브록조,1000,단독주택,연립주택,10,(철근)콘크리트,스라브,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19780926,,19781228,,,,,,0,,0,0,,0,,0,20140426,128.9856759,35.18843671
26530-4147,1,일반,2,일반건축물,부산광역시 사상구 모라동 686-8번지, 부산광역시 사상구 사상로469번다길 16,,26530,10200,0,686,8,,,,0,2.65E+11,10201,0,16,0,,0,주건축물,0,85.17,0,149.96,149.96,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19771014,,19780306,,,,,,0,,0,0,,0,,0,20140426,128.9853293,35.18639012
26530-4273,1,일반,2,일반건축물,부산광역시 사상구 모라동 703-7번지, 부산광역시 사상구 모덕로107번길 103-1,,26530,10200,0,703,7,,,,0,2.65E+11,10201,0,103,1,,0,주건축물,0,53.88,0,53.88,53.88,0,12,블록구조,평브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,1,0,0,0,0,0,53.88,0,0,0,0,0,0,0,0,19750220,,19750407,,,,,,0,,0,0,,0,,0,20140426,128.9883424,35.18549159
26140-100171104,1,일반,2,일반건축물,부산광역시 서구 서대신동1가 54-32번지, 부산광역시 서구 대영로 46,서울정형외과,26140,10400,0,54,32,,,,0,2.61E+11,10403,0,46,0,,0,주건축물,274,224.57,81.96,1439.88,1247.35,455.24,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,제1종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,29.9,6,1,1,0,0,0,1439.88,8,164.62,0,0,1,11.5,0,0,20070201,20070308,20071101,2007,3260055,건축과,1101,신축허가,0,,0,0,,0,,0,20170614,129.0166754,35.10942426
26140-20953,1,일반,2,일반건축물,부산광역시 서구 남부민동 429-63번지, 부산광역시 서구 천마로77번길 20-7,,26140,12300,0,429,63,,,,0,2.61E+11,12301,0,20,7,,0,주건축물,0,44.6,0,44.6,44.6,0,12,블록구조,블럭,1000,단독주택,주택,30,슬레이트,스레이트,0,1,0,1,0,0,0,0,0,44.6,0,0,0,0,0,0,0,0,,,19850629,,,,,,0,,0,0,,0,,0,20170614,129.0187551,35.08360167
26230-24428,1,일반,2,일반건축물,부산광역시 부산진구 범천동 1080-270번지, 부산광역시 부산진구 신암로 181-2,,26230,10400,0,1080,270,,,,0,2.62E+11,10401,0,181,2,,0,주건축물,0,34.05,0,54.55,54.55,0,12,블록구조,보록조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,54.55,0,0,0,0,0,0,0,0,,,19700921,,,,,,0,,0,0,,0,,0,20170614,129.0466912,35.15573226
26260-25103,1,일반,2,일반건축물,부산광역시 동래구 온천동 1452-26번지, 부산광역시 동래구 충렬대로126번길 46-6,,26260,10800,0,1452,26,,,,0,2.63E+11,10801,0,46,6,,0,주건축물,0,73.1,0,73.1,73.1,0,12,블록구조,블럭조,1000,단독주택,단독주택,10,(철근)콘크리트,슬라브,0,1,0,1,0,0,0,0,0,73.1,0,0,0,0,0,0,0,0,19760927,,19761110,,,,,,0,,0,0,,0,,0,20170614,129.0735858,35.20432728
26260-27206,1,일반,2,일반건축물,부산광역시 동래구 명장동 484-9번지, 부산광역시 동래구 반송로354번길 4,,26260,10100,0,484,9,,,,0,2.63E+11,10101,0,4,0,,0,주건축물,181,107.22,59.24,203.16,203.16,112.24,11,벽돌구조,벽돌조,3000,제1종근린생활시설,"제1종근린생활시설,단독주택",10,(철근)콘크리트,슬라브,0,1,7.3,2,0,0,0,0,0,203.16,0,0,0,0,0,0,0,0,19850612,,19851106,,,,,,0,,0,0,,0,,0,20170614,129.10528,35.21013779
26320-1423,1,일반,2,일반건축물,부산광역시 북구 금곡동 70-4번지, 부산광역시 북구 금곡대로638번가길 30,,26320,10100,0,70,4,,,,0,2.63E+11,10101,0,30,0,,0,주건축물,200.4,119.21,59.49,344.79,344.79,172.05,21,철근콘크리트구조,"철근콘크리트조, 조적조",1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,콘크리트스라브,0,2,10.3,3,0,0,0,0,0,344.79,0,0,0,0,0,0,2,23,19951023,19951007,19960205,,,,,,0,,0,0,,0,,0,20170614,129.0165137,35.26528762
26380-22407,1,일반,2,일반건축물,부산광역시 사하구 장림동 345-3번지, 부산광역시 사하구 장평로146번길 8,,26380,10500,0,345,3,,,,0,2.64E+11,10501,0,8,0,,0,주건축물,720.78,226.49,31.42,963.63,0,93.45,21,철근콘크리트구조,철근콘크리트조,17000,공장,"공해공장, 대피소, 창고",10,(철근)콘크리트,슬라브,0,0,11.9,3,1,0,0,0,0,963.63,0,0,0,0,0,0,0,0,19870512,,19871109,,,,,,0,,0,0,,0,,0,20170614,128.9735311,35.07856407
26440-100244622,1,일반,2,일반건축물,부산광역시 강서구 녹산동 105-1번지, 부산광역시 강서구 낙동남로666번길 17-1,,26440,11100,0,105,1,,,,0,2.64E+11,11101,0,17,1,2동,0,주건축물,910,35,3.85,35,35,3.85,32,경량철골구조,경량철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,샌드위치판넬,0,0,4,1,0,0,0,0,0,35,0,0,0,0,0,0,4,46,20120807,20140806,20150908,2012,3360115,건축과,1101,신축허가,0,,0,0,,0,,0,20170614,128.8910716,35.117606
26440-32002,1,일반,2,일반건축물,부산광역시 강서구 신호동 185번지, 부산광역시 강서구 르노삼성대로 61,르노삼성자동차(주),26440,11700,0,185,0,,,,0,2.64E+11,11702,0,61,0,52동,0,주건축물,0,3304.46,0,4539.94,4190.44,0,31,일반철골구조,일반철골구조,17000,공장,공장(출고사무소),90,기타지붕,샌드위치판넬,0,0,9.2,2,1,0,0,0,0,4539.94,0,0,0,0,0,0,0,0,19970708,19970722,19980206,,,,,,0,,0,0,,0,,0,20170614,128.8768165,35.09418866
26470-6712,1,일반,2,일반건축물,부산광역시 연제구 연산동 2133-44번지, 부산광역시 연제구 배산로 12,,26470,10200,0,2133,44,,,,0,2.65E+11,10201,0,12,0,,0,주건축물,123,73.05,59.39,105.54,105.54,85.8,21,철근콘크리트구조,철골조,4000,제2종근린생활시설,제2종근린생활시설 외 1,10,(철근)콘크리트,콘크리트평스라브,0,1,6.7,2,0,0,0,0,0,105.54,0,0,0,0,0,0,0,0,19721004,,19721201,,,,,,0,,0,0,,0,,0,20170614,129.0935022,35.17424083
26500-14329,1,일반,2,일반건축물,부산광역시 수영구 광안동 536-64번지, 부산광역시 수영구 광일로29번나길 37-9,,26500,10400,0,536,64,,,,0,2.65E+11,10401,0,37,9,,0,주건축물,0,85.95,0,85.95,85.95,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,85.95,0,0,0,0,0,0,0,0,19730621,,19730821,,,,,,0,,0,0,,0,,0,20170614,129.108623,35.15980013
26710-100211337,1,일반,2,일반건축물,부산광역시 기장군 일광면 청광리 178번지, 부산광역시 기장군 일광면 기장대로 1157,,26710,31029,0,178,0,,,,0,2.67E+11,31003,0,1157,,,0,주건축물,5299,1056.87,19.94,2084.55,2084.55,39.34,31,일반철골구조,일반철골구조 외1,17000,공장,공장,90,기타지붕,평슬래브 외1,0,0,9,2,0,0,0,1,9.99,2084.55,0,0,0,0,0,0,15,172.5,20110905,20111018,20130214,2011,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170614,129.2359251,35.29699592
26710-100241283,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대변리 304-7번지, 부산광역시 기장군 기장읍 기장해안로 630,기장수협 대변항 수산물위판장,26710,25028,0,304,7,,,,6,2.67E+11,25001,0,630,,3동,0,주건축물,6799,160.8,2.37,189,189,2.8,21,철근콘크리트구조,철근콘크리트구조,8000,운수시설,운수시설,10,(철근)콘크리트,철근콘크리트,0,0,10.1,2,0,0,0,0,0,189,0,0,0,0,0,0,14,166,20140321,20140602,20151130,2014,3400040,건축과,1102,증축허가,0,,0,0,,0,,0,20170614,129.2299544,35.22177936
26710-100245500,1,일반,2,일반건축물,부산광역시 기장군 장안읍 기룡리 산 126번지, 부산광역시 기장군 장안읍 장안로 211,안데르센극장,26710,25328,1,126,0,,,,2,2.67E+11,25301,0,211,0,,0,주건축물,10517,927.19,8.82,1331.54,1331.54,12.66,31,일반철골구조,일반철골구조,5000,문화및집회시설,문화및집회시설,90,기타지붕,기타지붕,0,0,21.6,2,0,0,0,2,265.65,1065.89,0,0,0,0,0,0,12,143,20150109,20150107,20160525,2015,3400040,건축과,5100,협의건축물,0,,0,0,,0,,0,20170614,129.2388709,35.36014277
26710-12048,1,일반,2,일반건축물,부산광역시 기장군 정관읍 달산리 1072-13번지, 부산광역시 기장군 정관읍 산단2로 16-17,,26710,25625,0,1072,13,,,,0,2.67E+11,25602,0,16,17,,0,주건축물,2259.8,1494.35,66.13,1646.87,1646.87,72.88,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,그라스울판넬외1,0,0,9.8,1,0,0,0,1,266.87,1380,0,0,0,0,0,0,8,92,20070404,20070410,20070814,2007,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170614,129.1858957,35.31522933
26710-5728,1,일반,2,일반건축물,부산광역시 기장군 기장읍 내리 599-1번지, 부산광역시 기장군 기장읍 내리길 177,,26710,25034,0,599,1,,,,0,2.67E+11,25001,0,177,0,A동,0,주건축물,0,165.06,0,165.06,165.06,0,32,경량철골구조,경량철골조,21000,동.식물관련시설,퇴비사,90,기타지붕,판넬,0,0,5.1,1,0,0,0,0,0,165.06,0,0,0,0,0,0,0,0,20060209,20061018,20070105,2006,3400040,건축과,5320,개발제한구역내 건축신고,0,,0,0,,0,,0,20170614,129.1972157,35.21625234
26530-4954,1,일반,2,일반건축물,부산광역시 사상구 모라동 845-1번지, 부산광역시 사상구 사상로478번길 20-13,,26530,10200,0,845,1,,,,0,2.65E+11,10201,0,20,13,,0,주건축물,90.06,67.13,74.54,115.88,115.88,128.67,12,블록구조,브록조,1000,단독주택,다세대주택,10,(철근)콘크리트,슬라브,0,2,7.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19740525,,19740827,,,,,,0,,0,0,,0,,0,20140426,128.9879373,35.18639035
26110-2940,1,일반,2,일반건축물,부산광역시 중구 중앙동2가 57번지, 부산광역시 중구 중앙대로41번길 12-1,,26110,10500,0,57,0,,,,0,2.61E+11,10502,0,12,1,,0,주건축물,251.2,210.08,83.63,1041.15,862.8,343.47,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,제2종근린생활시설,90,기타지붕,기타지붕,0,1,14.4,5,1,0,0,0,0,1041.15,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170615,129.0350464,35.1012973
26110-9780,1,일반,2,일반건축물,부산광역시 중구 부평동2가 37-8번지, 부산광역시 중구 광복로6번길 11,,26110,12400,0,37,8,,,,0,2.61E+11,12401,0,11,0,,0,주건축물,188.4,146.88,77.96,431.45,431.45,229.01,21,철근콘크리트구조,철근연,4000,제2종근린생활시설,"근린생활시설(일반음식점), 위락시설(유흥주점)",10,(철근)콘크리트,스라브,0,0,10.2,3,0,0,0,0,0,431.45,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170615,129.0258164,35.09859927
26200-12183,1,일반,2,일반건축물,부산광역시 영도구 신선동3가 106-249번지, 부산광역시 영도구 하나길 82,,26200,11400,0,106,249,,,,0,2.62E+11,11404,0,82,0,,0,주건축물,112,66.68,59.54,155.7,155.7,139.02,11,벽돌구조,"철근콘크리트조, 벽돌조",1000,단독주택,단독주택(4세대),10,(철근)콘크리트,슬라브,0,4,10,3,0,0,0,0,0,155.7,0,0,0,0,0,0,0,0,19921118,19921123,19930120,,,,,,0,,0,0,,0,,0,20170615,129.0449915,35.08139938
26200-23404,1,일반,2,일반건축물,부산광역시 영도구 동삼동 810-6번지, 부산광역시 영도구 본산로 10,,26200,12100,0,810,6,,,,0,2.62E+11,12101,0,10,0,,0,주건축물,0,70.31,0,70.31,70.31,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,70.31,0,0,0,0,0,0,0,0,1972,,1972,,,,,,0,,0,0,,0,,0,20170615,129.0800375,35.06794858
26200-8410,1,일반,2,일반건축물,부산광역시 영도구 영선동4가 161-83번지, 부산광역시 영도구 남항새싹3길 80,,26200,11100,0,161,83,,,,0,2.62E+11,11101,0,80,0,,0,주건축물,0,8.4,0,8.4,8.4,0,12,블록구조,블럭조,1000,단독주택,주택,30,슬레이트,스레이트,0,1,0,1,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,,,19851031,,,,,,0,,0,0,,0,,0,20170615,129.0417959,35.08327705
26230-14196,1,일반,2,일반건축물,부산광역시 부산진구 전포동 367-92번지, 부산광역시 부산진구 황령대로98번길 6,,26230,10200,0,367,92,,,,2,2.62E+11,10201,0,6,0,,0,주건축물,120.34,71.71,59.5895,194.95,194.95,161.9993,21,철근콘크리트구조,"철근콘크리트조, 벽돌조",1000,단독주택,단독주택,10,(철근)콘크리트,슬라브,0,3,9.9,3,0,0,0,0,0,194.95,0,0,0,0,0,0,0,0,19930413,19930419,19930622,,,,,,0,,0,0,,0,,0,20170615,129.06957,35.15001604
26290-16145,1,일반,2,일반건축물,부산광역시 남구 용호동 406-12번지, 부산광역시 남구 동명로 129-1,,26290,10700,0,406,12,,,,0,2.63E+11,10701,0,129,1,,0,주건축물,0,80.73,0,159.41,159.41,0,12,블록구조,블럭조,4000,제2종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,159.41,0,0,0,0,0,0,0,0,19771219,,19781019,,,,,,0,,0,0,,0,,0,20170615,129.1111535,35.1199742
26320-11476,1,일반,2,일반건축물,부산광역시 북구 구포동 426-14번지, 부산광역시 북구 시장샛길 11-4,,26320,10500,0,426,14,,,,0,2.63E+11,10501,0,11,4,,0,주건축물,0,63.47,0,124.02,124.02,0,11,벽돌구조,"브록, 벽돌",1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,0,2,0,0,0,0,0,124.02,0,0,0,0,0,0,0,0,19770727,,19771020,,,,,,0,,0,0,,0,,0,20170615,129.0024552,35.20684207
26320-15276,1,일반,2,일반건축물,부산광역시 북구 구포동 1196-2번지, 부산광역시 북구 모분재로 23-1,A동,26320,10500,0,1196,2,,,,0,2.63E+11,10501,0,23,1,,0,주건축물,0,84.53,0,162.5,162.5,0,11,벽돌구조,벽돌,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,3,0,2,0,0,0,0,0,162.5,0,0,0,0,0,0,0,0,19900526,,19901213,,,,,,0,,0,0,,0,,0,20170615,129.0062399,35.20521261
26350-100240556,1,일반,2,일반건축물,부산광역시 해운대구 좌동 1436번지, 부산광역시 해운대구 해운대로 896,연료전지 발전설비동,26350,10700,0,1436,0,,,,0,2.64E+11,10705,0,896,0,,0,주건축물,22466.7,3279.97,14.6,2421.44,2379.09,10.59,42,철골철근콘크리트구조,철골철근콘크리트구조,25000,발전시설,발전시설(연료전지),10,(철근)콘크리트,(철근)콘크리트,0,0,22,4,1,1,0,0,0,2421.44,0,0,0,0,0,0,34,0,20160408,20160411,20170613,2016,3330122,건축과,1102,증축허가,0,,0,0,,0,,0,20170615,129.1847537,35.17414358
26380-100205731,1,일반,2,일반건축물,부산광역시 사하구 신평동 591-5번지, 부산광역시 사하구 하신번영로179번길 5,,26380,10400,0,591,5,,,,0,2.64E+11,10401,0,5,0,제1동,0,주건축물,132.3,78.39,59.25,245.97,245.97,185.92,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,7,11.4,4,0,0,0,0,0,245.97,0,0,0,0,4,46,0,0,20101201,20110331,20110805,2010,3340062,건축과,1101,신축허가,0,,0,0,,0,,0,20170615,128.9598553,35.09852677
26380-15503,1,일반,2,일반건축물,부산광역시 사하구 하단동 531-9번지, 부산광역시 사하구 승학로17번길 42-7,,26380,10300,0,531,9,,,,0,2.64E+11,10302,0,42,7,,0,주건축물,115.6,67.77,58.62,120.76,120.76,104.46,11,벽돌구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,6.9,2,0,0,0,0,0,120.76,0,0,0,0,0,0,0,0,19870413,19870416,19870716,,,,,,0,,0,0,,0,,0,20170615,128.9693882,35.10831638
26410-11524,1,일반,2,일반건축물,부산광역시 금정구 장전동 501번지, 부산광역시 금정구 금샘로 46-13,,26410,10800,0,501,0,,,,0,2.64E+11,10803,0,46,13,,0,주건축물,1130.13,610.2,53.99,2713.69,2106.52,186.4,21,철근콘크리트구조,철근콘크리트구조,11000,노유자시설,노유자시설 외1,10,(철근)콘크리트,(철근)콘크리트,0,0,12.4,4,1,1,0,0,0,2713.69,0,0,0,0,0,0,8,0,20050921,20051216,20061124,2005,3350064,건축과,1101,신축허가,0,,0,0,,0,,0,20170615,129.0786007,35.23092445
26440-17887,1,일반,2,일반건축물,부산광역시 강서구 강동동 3829-1번지, 부산광역시 강서구 강동중곡1길 68,,26440,10300,0,3829,1,,,,0,2.64E+11,10301,0,68,0,,0,주건축물,328.81,147,44.71,147,147,44.71,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,샌드위치판넬,0,0,6.5,1,0,0,0,0,0,147,0,0,0,0,0,0,1,11.5,20060207,20060228,20060630,2006,3360058,건축과,1101,신축허가,0,,0,0,,0,,0,20170615,128.9159663,35.16357308
26440-7572,1,일반,2,일반건축물,부산광역시 강서구 대저1동 1061-15번지, 부산광역시 강서구 평강로345번길 88,,26440,10100,0,1061,15,,,,0,2.64E+11,10101,0,88,0,,0,주건축물,0,66.12,0,66.12,66.12,0,12,블록구조,브럭조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19780208,,19780208,,,,,,0,,0,0,,0,,0,20170615,128.9460664,35.2186565
