관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26710-8910,1,일반,2,일반건축물,부산광역시 기장군 일광면 삼성리 531번지, 부산광역시 기장군 일광면 기장대로 672,,26710,31021,0,531,0,,,,0,2.67E+11,31003,0,672,0,,0,주건축물,0,300,0,516,516,0,21,철근콘크리트구조,철근콘크리트,9000,의료시설,의료시설,90,기타지붕,아스팔트슁글,0,0,9,2,0,0,0,0,0,516,0,0,0,0,0,0,0,0,20050822,20060222,20070215,2005,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2237528,35.25434268
26710-897,1,일반,2,일반건축물,부산광역시 기장군 기장읍 동부리 273-2번지, 부산광역시 기장군 기장읍 차성로322번길 40,,26710,25021,0,273,2,,,,0,2.67E+11,25001,0,40,0,,0,주건축물,358.3,176.47,49.25,206.55,206.55,57.65,19,기타조적구조,조적조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,스라브,0,1,8.4,2,0,0,0,0,0,206.55,0,0,0,0,0,0,2,23,19930429,19930518,19931015,,,,,,0,,0,0,,0,,0,20170701,129.2160144,35.24597313
26710-9044,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 196-4번지, 부산광역시 기장군 일광면 일광로 252-1,,26710,31022,0,196,4,,,,0,2.67E+11,31002,0,252,1,,0,주건축물,0,72.25,0,72.25,72.25,0,51,일반목구조,"목조, 브록크",1000,단독주택,주택,20,기와,"와가, 스레트",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19700327,,,,,,0,,0,0,,0,,0,20170701,129.245067,35.27302693
26710-9572,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 850번지, 부산광역시 기장군 일광면 이천1길 8-3,,26710,31022,0,850,0,,,,0,2.67E+11,31001,0,8,3,,0,주건축물,191.8,108.48,56.56,107.08,107.08,55.83,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,4,1,0,0,0,0,0,107.08,0,0,0,0,0,0,0,0,20030418,20030420,20031023,2003,3400035,허가과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2360813,35.26589754
26710-9582,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 867번지, 부산광역시 기장군 일광면 이천2길 7-17,,26710,31022,0,867,0,,,,0,2.67E+11,31001,0,7,17,,0,주건축물,0,55.45,0,55.45,55.45,0,51,일반목구조,"목조, 브록크",1000,단독주택,주택,20,기와,"와가, 스레트",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19690401,,,,,,0,,0,0,,0,,0,20170701,129.2364695,35.26548286
26710-9616,2,집합,3,표제부,부산광역시 기장군 일광면 이천리 381-2번지, 부산광역시 기장군 일광면 이천3길 10-4,,26710,31022,0,381,2,,,,0,2.67E+11,31001,0,10,4,,0,주건축물,0,156.7,0,441.77,413.44,0,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"근린생활시설, 다세대주택",10,(철근)콘크리트,스라브,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891014,,19900222,,,,,,0,,0,0,,0,,0,20170701,129.2381849,35.26546387
26710-9806,1,일반,2,일반건축물,부산광역시 기장군 일광면 학리 239-8번지, 부산광역시 기장군 일광면 학리1길 19-1,,26710,31023,0,239,8,,,,0,2.67E+11,31001,0,19,1,,0,주건축물,238,71.36,29.98,71.36,71.36,29.98,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,7,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,19930416,19930504,19931109,,,,,,0,,0,0,,0,,0,20170701,129.2443311,35.25755214
26710-9954,1,일반,2,일반건축물,부산광역시 기장군 일광면 동백리 105번지, 부산광역시 기장군 일광면 동백길 38,,26710,31024,0,105,0,,,,0,2.67E+11,31001,0,38,0,,0,주건축물,0,17.39,0,17.39,17.39,0,51,일반목구조,목조,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19410401,,,,,,0,,0,0,,0,,0,20170701,129.2549006,35.29048128
26110-8845,1,일반,2,일반건축물,부산광역시 중구 보수동3가 77-16번지, 부산광역시 중구 보수대로 90,,26110,12200,0,77,16,,,,0,2.61E+11,12203,0,90,0,,0,주건축물,0,23.83,0,60.88,60.88,0,21,철근콘크리트구조,철근블록,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,3,0,0,0,0,0,60.88,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20120530,129.0214597,35.10369213
26110-2739,1,일반,2,일반건축물,부산광역시 중구 대창동2가 14-5번지, 부산광역시 중구 중앙대로 149,,26110,10300,0,14,5,,,,0,2.61E+11,10302,0,149,0,,0,주건축물,0,135.21,0,544.11,506.95,0,21,철근콘크리트구조,철근콘크리트,3000,제1종근린생활시설,"의원, 제2종근린생활시설(사무소)",10,(철근)콘크리트,스라브,0,0,0,4,1,0,0,0,0,544.11,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.0375101,35.11093626
26110-9854,1,일반,2,일반건축물,부산광역시 중구 부평동2가 58-1번지, 부산광역시 중구 중구로23번길 45,,26110,12400,0,58,1,,,,0,2.61E+11,12402,0,45,0,,0,주건축물,0,44.63,0,163.64,163.64,0,21,철근콘크리트구조,철근콘크리트,1000,단독주택,"점포, 사무실, 주택",10,(철근)콘크리트,스라브,0,1,0,4,0,0,0,0,0,163.64,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.0253816,35.10000803
26140-1503,2,집합,3,표제부,부산광역시 서구 동대신동1가 305-221번지, 부산광역시 서구 망양로242번길 8,동진빌라,26140,10100,0,305,221,,,,0,2.61E+11,10101,0,8,0,,0,주건축물,95.33,80.42,84.36,254.64,216.28,226.88,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,6,0,11.7,3,1,0,0,0,0,254.64,0,0,0,0,0,0,0,0,20011204,20020518,20020930,,,,,,0,,0,0,,0,,0,20170308,129.0241173,35.10932896
26140-24449,2,집합,3,표제부,부산광역시 서구 암남동 442번지, 부산광역시 서구 암남로 43,덕수빌라,26140,12400,0,442,0,,,,0,2.61E+11,12401,0,43,0,6호동,0,주건축물,0,263.52,0,540.96,381.78,0,11,벽돌구조,벽돌조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,2,0,0,2,1,0,0,0,0,540.96,0,0,0,0,0,0,0,0,19841228,,19900321,,,,,,0,,0,0,,0,,0,20170308,129.0136156,35.07804282
26200-12847,1,일반,2,일반건축물,부산광역시 영도구 봉래동2가 23-17번지, 부산광역시 영도구 절영로13번길 39-10,,26200,11600,0,23,17,,,,0,2.62E+11,11604,0,39,10,,0,주건축물,0,33.88,0,67.76,67.76,0,21,철근콘크리트구조,철근블럭조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,67.76,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.0421904,35.09274801
26200-7906,1,일반,2,일반건축물,부산광역시 영도구 영선동4가 53-2번지, 부산광역시 영도구 영선대로 29,,26200,11100,0,53,2,,,,1,2.62E+11,11105,0,29,0,,0,주건축물,0,555.37,0,555.37,555.37,0,21,철근콘크리트구조,철근콘크리트블럭조,18000,창고시설,창고,30,슬레이트,스레이트,0,0,0,1,0,0,0,0,0,555.37,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.0396456,35.08404446
26230-100203198,2,집합,3,표제부,부산광역시 부산진구 개금동 177-271번지, 부산광역시 부산진구 복지로13번길 33-10,영진블루빌,26230,11100,0,177,271,,,,0,2.62E+11,11101,0,33,10,,0,주건축물,149,110.44,74.12,472.3,472.3,316.98,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택, 업무시설",10,(철근)콘크리트,평스라브,16,0,17.4,6,0,1,0,0,0,472.3,0,0,0,0,4,46,0,0,20120822,20121016,20130219,2012,3290076,건축과,1101,신축허가,4,,0,0,,0,,0,20170308,129.0222987,35.15241433
26230-100209219,2,집합,3,표제부,부산광역시 부산진구 양정동 147-31번지, 부산광역시 부산진구 중앙대로990번길 8,남명 씨티밸리,26230,10100,0,147,31,,,,0,2.62E+11,10101,0,8,0,,0,주건축물,936.9,557.04,59.46,8603.88,7406.64,790.55,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"업무시설, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,50.7,17,2,1,1,0,0,8603.88,100,0,0,0,8,529.07,0,0,20081223,20120514,20131108,2008,3290076,건축과,1101,신축허가,177,,0,0,,0,,0,20170308,129.0751426,35.17721734
26290-23160,1,일반,2,일반건축물,부산광역시 남구 문현동 254-19번지, 부산광역시 남구 수영로 61,85특-4206,26290,10900,0,254,19,,,,0,2.63E+11,10902,0,61,0,,0,주건축물,0,23.32,0,46.64,46.64,0,12,블록구조,시멘트블럭조,1000,단독주택,단독주택,10,(철근)콘크리트,,0,1,0,2,0,0,0,0,0,46.64,0,0,0,0,0,0,0,0,,,19850629,,,,,,0,,0,0,,0,,0,20170308,129.0742597,35.13585681
26290-4073,1,일반,2,일반건축물,부산광역시 남구 대연동 73-8번지, 부산광역시 남구 수영로 311,,26290,10600,0,73,8,,,,1,2.63E+11,10601,0,311,0,,0,주건축물,540.9,302.97,56.01,1201.6,988.9,182.82,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,15,4,1,0,0,0,0,1201.6,0,0,0,0,0,0,0,0,19821204,,19830513,,,,,,0,,0,0,,0,,0,20170308,129.0999063,35.13764996
26290-6655,1,일반,2,일반건축물,부산광역시 남구 대연동 893-13번지, 부산광역시 남구 천제등로 59,,26290,10600,0,893,13,,,,0,2.63E+11,10601,0,59,0,,0,주건축물,0,97.29,0,171.57,171.57,0,12,블록구조,시멘트블럭조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,171.57,0,0,0,0,0,0,0,0,19780202,,19780513,,,,,,0,,0,0,,0,,0,20170308,129.0898255,35.13086048
26290-8796,1,일반,2,일반건축물,부산광역시 남구 대연동 1219-131번지, 부산광역시 남구 신정번영로31번길 67,,26290,10600,0,1219,131,,,,0,2.63E+11,10601,0,67,0,,0,주건축물,123.5,73.46,59.48,293.42,220.38,178.45,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",1000,단독주택,"단독주택(3가구), 근린생활시설",10,(철근)콘크리트,스라브,3,3,10.3,3,1,0,0,0,0,293.42,0,0,0,0,0,0,0,0,19950628,19950725,19951129,,,,,,0,,0,0,,0,,0,20170308,129.0832652,35.1334412
26350-14415,1,일반,2,일반건축물,부산광역시 해운대구 재송동 539-1번지, 부산광역시 해운대구 재반로27번길 36-6,,26350,10400,0,539,1,,,,0,2.64E+11,10401,0,36,6,,0,주건축물,0,36.36,0,36.36,36.36,0,12,블록구조,평블록,1000,단독주택,주택,30,슬레이트,슬레이트,0,1,0,1,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,,,19711220,,,,,,0,,0,0,,0,,0,20170308,129.1255509,35.18230552
26350-22439,1,일반,2,일반건축물,부산광역시 해운대구 중동 1488-9번지, 부산광역시 해운대구 달맞이길 199,,26350,10600,0,1488,9,,,,1,2.64E+11,10601,0,199,0,,0,주건축물,1880.7,1104.707,58.74,1791.602,1706.722,90.75,31,일반철골구조,"R.C, 철골",4000,제2종근린생활시설,"근린생활시설(일반음식점,사무소)",90,기타지붕,철골,0,0,17.35,4,1,0,0,0,0,1615.622,0,0,0,0,0,0,10,115,19910611,19910912,19950509,,,,,,0,,0,0,,0,,0,20170308,129.1830125,35.15918063
26350-22503,1,일반,2,일반건축물,부산광역시 해운대구 중동 1506-6번지, 부산광역시 해운대구 달맞이길117번다길 5,,26350,10600,0,1506,6,,,,0,2.64E+11,10601,0,5,0,,0,주건축물,0,138.6,0,138.6,138.6,0,21,철근콘크리트구조,평철근콘크리트,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,슬래브,0,0,0,1,0,0,0,0,0,138.6,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.176098,35.16087875
26350-22808,2,집합,3,표제부,부산광역시 해운대구 중동 437-4번지, 부산광역시 해운대구 청사포로 88,그린힐하이츠빌라6차에이,26350,10600,0,437,4,,,,0,2.64E+11,10601,0,88,0,,0,주건축물,306,182.25,59.56,747.63,653.34,213.51,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"공동주택(다세대), 제2종근린생활시설",10,(철근)콘크리트,슬라브,8,0,11.1,4,1,0,0,0,0,747.63,0,0,0,0,8,129.98,0,0,20020824,,20021223,,,,,,1,,0,0,,0,,0,20170308,129.1893388,35.16224089
26380-12171,1,일반,2,일반건축물,부산광역시 사하구 당리동 304-4번지, 부산광역시 사하구 낙동대로450번길 8,,26380,10200,0,304,4,,,,0,2.64E+11,10201,0,8,0,,0,주건축물,148.8,0,0,154.87,0,0,12,블록구조,브럭조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,154.87,0,0,0,0,0,0,0,0,19790912,,19791110,,,,,,0,,0,0,,0,,0,20170308,128.9700138,35.10558373
26380-8412,1,일반,2,일반건축물,부산광역시 사하구 괴정동 762-27번지, 부산광역시 사하구 낙동대로 288,,26380,10100,0,762,27,,,,0,2.64E+11,10101,0,288,0,,0,주건축물,0,0,0,20.16,0,0,51,일반목구조,목조,1000,단독주택,단독주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,20.16,0,0,0,0,0,0,0,0,,,19510805,,,,,,0,,0,0,,0,,0,20170308,128.9856647,35.09954997
26380-8413,1,일반,2,일반건축물,부산광역시 사하구 괴정동 762-27번지, 부산광역시 사하구 낙동대로 288,,26380,10100,0,762,27,,,,0,2.64E+11,10101,0,288,0,,0,주건축물,0,0,0,29.65,0,0,12,블록구조,블럭조,1000,단독주택,단독주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,29.65,0,0,0,0,0,0,0,0,1970,,19711110,,,,,,0,,0,0,,0,,0,20170308,128.9856647,35.09954997
26410-8176,1,일반,2,일반건축물,부산광역시 금정구 남산동 976-12번지, 부산광역시 금정구 팔송로39번길 57,,26410,10400,0,976,12,,,,0,2.64E+11,10401,0,57,0,,0,주건축물,0,92.14,0,169.56,169.56,0,11,벽돌구조,벽돌조,1000,단독주택,다세대주택,10,(철근)콘크리트,슬라브,0,4,0,2,0,0,0,0,0,169.56,0,0,0,0,0,0,0,0,19890623,,19890831,,,,,,0,,0,0,,0,,0,20170308,129.0884334,35.26953068
26470-10916,1,일반,2,일반건축물,부산광역시 연제구 연산동 300-44번지, 부산광역시 연제구 온천천남로4번길 27-1,,26470,10200,0,300,44,,,,0,2.65E+11,10201,0,27,1,,0,주건축물,0,88.26,0,130.94,130.94,0,12,블록구조,조적조(블럭),1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19780126,,19780316,,,,,,0,,0,0,,0,,0,20170308,129.0908996,35.1920936
26470-11264,1,일반,2,일반건축물,부산광역시 연제구 연산동 105-22번지, 부산광역시 연제구 과정로343번길 42,해든마을,26470,10200,0,105,22,,,,0,2.65E+11,10201,0,42,0,해든마을,0,주건축물,139.5,83.2,59.64,382.85,299.65,214.8,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"업무시설,단독주택",10,(철근)콘크리트,"(철근)콘크리트,스라브",0,1,10.5,4,1,0,0,0,0,0,0,0,0,0,2,23,1,11.5,20021226,20021230,20030526,2002,3370044,허가민원과,1101,신축허가,0,,0,0,,0,,0,20170308,129.0882003,35.18976846
26470-15220,1,일반,2,일반건축물,부산광역시 연제구 연산동 1261-20번지, 부산광역시 연제구 월드컵대로79번길 24,,26470,10200,0,1261,20,,,,0,2.65E+11,10201,0,24,0,,0,주건축물,0,42.98,0,42.98,42.98,0,12,블록구조,블럭,1000,단독주택,단독주택,10,(철근)콘크리트,콘크리트평스라브,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19690120,,,,,,0,,0,0,,0,,0,20170308,129.0824516,35.18109602
26500-13946,1,일반,2,일반건축물,부산광역시 수영구 광안동 495-12번지, 부산광역시 수영구 광일로21번길 15,,26500,10400,0,495,12,,,,0,2.65E+11,10401,0,15,0,,0,주건축물,0,71.55,0,127.89,127.89,0,11,벽돌구조,"시멘트벽돌조, 시멘트브럭조",1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,127.89,0,0,0,0,0,0,0,0,,,19711207,,,,,,0,,0,0,,0,,0,20170308,129.111705,35.16167316
26500-18603,1,일반,2,일반건축물,부산광역시 수영구 남천동 24-2번지, 부산광역시 수영구 수영로394번길 10,,26500,10500,0,24,2,,,,0,2.65E+11,10501,0,10,0,,0,주건축물,304.8,209.85,68.8484,405.34,405.34,132.9856,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,스라브,0,0,10.22,3,0,0,0,0,0,405.34,0,0,0,0,0,0,1,11.5,19690910,,19691205,,,,,,0,,0,0,,0,,0,20170308,129.1077968,35.14120161
26500-19779,1,일반,2,일반건축물,부산광역시 수영구 남천동 558-3번지, 부산광역시 수영구 광안해변로 25,,26500,10500,0,558,3,,,,0,2.65E+11,10503,0,25,0,,0,주건축물,267,158.26,59.27,944.85,759.36,284.4,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,18.5,5,1,0,0,0,0,944.85,0,0,0,0,0,0,0,0,19900327,19900509,19910105,,,,,,0,,0,0,,0,,0,20170308,129.1129165,35.13780783
26500-9611,1,일반,2,일반건축물,부산광역시 수영구 민락동 227-4번지, 부산광역시 수영구 광안해변로277번길 38,,26500,10300,0,227,4,,,,0,2.65E+11,10301,0,38,0,,0,주건축물,0,13.22,0,13.22,13.22,0,12,블록구조,평세멘브록조,1000,단독주택,주택,20,기와,와,0,1,0,1,0,0,0,0,0,13.22,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170308,129.1239089,35.15762749
26710-100182699,2,집합,3,표제부,부산광역시 기장군 장안읍 길천리 411-2번지, 부산광역시 기장군 장안읍 천산로 28,신고리원자력직원사택2단지,26710,25334,0,411,2,,,,0,2.67E+11,25301,0,28,0,203동,0,주건축물,0,441.73,0,1588.6256,1588.6256,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(연립주택),10,(철근)콘크리트,(철근)콘크리트,16,0,13.5,4,0,0,0,0,0,1588.6256,0,0,0,0,0,0,0,0,20060411,20060518,20090514,2006,3400040,건축과,2101,주택건설사업계획승인,0,,0,0,,0,,0,20170308,129.2833692,35.33620003
26710-100182716,2,집합,3,표제부,부산광역시 기장군 장안읍 길천리 411-2번지, 부산광역시 기장군 장안읍 천산로 28,신고리원자력직원사택2단지,26710,25334,0,411,2,,,,0,2.67E+11,25301,0,28,0,204동,0,주건축물,0,441.73,0,1588.6256,1588.6256,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(연립주택),10,(철근)콘크리트,(철근)콘크리트,16,0,13.5,4,0,0,0,0,0,1588.6256,0,0,0,0,0,0,0,0,20060411,20060518,20090514,2006,3400040,건축과,2101,주택건설사업계획승인,0,,0,0,,0,,0,20170308,129.2833692,35.33620003
26140-1033,1,일반,2,일반건축물,부산광역시 서구 동대신동1가 262-10번지, 부산광역시 서구 구덕로268번길 35-1,,26140,10100,0,262,10,,,,0,2.61E+11,10101,0,35,1,,0,주건축물,0,56.93,0,108.37,108.37,0,12,블록구조,시멘트보록크,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,108.37,0,0,0,0,0,0,0,0,19720609,,19720816,,,,,,0,,0,0,,0,,0,20120530,129.0211635,35.10920276
26140-16887,1,일반,2,일반건축물,부산광역시 서구 초장동 85-2번지, 부산광역시 서구 천마로201번길 51,,26140,11900,0,85,2,,,,1,2.61E+11,11901,0,51,0,,0,주건축물,0,40.27,0,40.27,40.27,0,51,일반목구조,목조,1000,단독주택,주택,20,기와,와가,0,1,0,1,0,0,0,1,3.31,40.27,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20120530,129.0212696,35.09502597
26140-21200,1,일반,2,일반건축물,부산광역시 서구 남부민동 446-11번지, 부산광역시 서구 남부민로 70-1,,26140,12300,0,446,11,,,,0,2.61E+11,12301,0,70,1,,0,주건축물,0,44.07,0,44.07,44.07,0,12,블록구조,보록크,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,1,0,0,0,0,0,44.07,0,0,0,0,0,0,0,0,1971,,19711220,,,,,,0,,0,0,,0,,0,20120530,129.0213463,35.08391596
26140-4170,1,일반,2,일반건축물,부산광역시 서구 동대신동3가 77-104번지, 부산광역시 서구 망양로112번길 19,,26140,10300,0,77,104,,,,0,2.61E+11,10301,0,19,0,,0,주건축물,0,56.2,0,89.26,89.26,0,12,블록구조,세멘보록,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,89.26,0,0,0,0,0,0,0,0,19750428,,19750710,,,,,,0,,0,0,,0,,0,20120530,129.0192907,35.1165928
26140-429,1,일반,2,일반건축물,부산광역시 서구 동대신동1가 16-272번지, 부산광역시 서구 보수대로154번길 30,,26140,10100,0,16,272,,,,0,2.61E+11,10101,0,30,0,,0,주건축물,0,39.57,0,74.18,74.18,0,11,벽돌구조,연와,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,74.18,0,0,0,0,0,0,0,0,,,19750201,,,,,,0,,0,0,,0,,0,20120530,129.0233392,35.11056766
26170-12397,1,일반,2,일반건축물,부산광역시 동구 수정동 1011-589번지, 부산광역시 동구 홍곡중로23번길 6,,26170,10200,0,1011,589,,,,0,2.62E+11,10201,0,6,0,,0,주건축물,0,62.15,0,131.71,117.03,0,11,벽돌구조,벽돌조,1000,단독주택,주택 및 창고,10,(철근)콘크리트,스라브,0,1,0,2,1,0,0,0,0,131.71,0,0,0,0,0,0,0,0,19741016,,19750412,,,,,,0,,0,0,,0,,0,20120530,129.0415786,35.12589062
26140-21344,1,일반,2,일반건축물,부산광역시 서구 남부민동 465-32번지, 부산광역시 서구 천마로89번길 12-7,,26140,12300,0,465,32,,,,0,2.61E+11,12301,0,12,7,,0,주건축물,0,68.23,0,126.18,126.18,0,12,블록구조,보록크,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,126.18,0,0,0,0,0,0,0,0,19790710,,19791015,,,,,,0,,0,0,,0,,0,20120530,129.0207648,35.08517339
26140-9391,1,일반,2,일반건축물,부산광역시 서구 서대신동3가 161-90번지, 부산광역시 서구 꽃마을로 37-16,,26140,10600,0,161,90,,,,0,2.61E+11,10601,0,37,16,,0,주건축물,0,66.22,0,66.22,66.22,0,12,블록구조,평시멘트,1000,단독주택,단독주택,20,기와,연와,0,1,0,1,0,0,0,0,0,66.22,0,0,0,0,0,0,0,0,,,19621120,,,,,,0,,0,0,,0,,0,20120530,129.0117467,35.11758484
26290-22581,1,일반,2,일반건축물,부산광역시 남구 문현동 195-9번지, 부산광역시 남구 문현로66번길 118,,26290,10900,0,195,9,,,,0,2.63E+11,10901,0,118,0,,0,주건축물,0,81.18,0,149.1,149.1,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,다세대주택,10,(철근)콘크리트,스라브,0,2,0,2,0,0,0,0,0,149.1,0,0,0,0,0,0,0,0,19880825,,19900215,,,,,,0,,0,0,,0,,0,20120530,129.0735262,35.13903358
26290-25697,1,일반,2,일반건축물,부산광역시 남구 문현동 573-17번지, 부산광역시 남구 전포대로92번다길 18,,26290,10900,0,573,17,,,,0,2.63E+11,10901,0,18,0,,0,주건축물,0,64.89,0,115.04,115.04,0,12,블록구조,블럭조,1000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,115.04,0,0,0,0,0,0,0,0,19790430,,19790622,,,,,,0,,0,0,,0,,0,20120530,129.068968,35.14566911
26290-25887,1,일반,2,일반건축물,부산광역시 남구 문현동 607-21번지, 부산광역시 남구 황령대로74번길 61-21,,26290,10900,0,607,21,,,,0,2.63E+11,10901,0,61,21,,0,주건축물,0,89.26,0,178.52,178.52,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,178.52,0,0,0,0,0,0,0,0,19900221,,19900523,,,,,,0,,0,0,,0,,0,20120530,129.0679061,35.14712027
26110-7495,1,일반,2,일반건축물,부산광역시 중구 보수동1가 108-5번지, 부산광역시 중구 책방골목길 3-18,,26110,12000,0,108,5,,,,0,2.61E+11,12001,0,3,18,,0,주건축물,0,41.45,0,65.45,65.45,0,51,일반목구조,목조,1000,단독주택,주택,20,기와,기와,0,1,0,2,0,0,0,0,0,65.45,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20120530,129.0262098,35.10438278
26140-17811,1,일반,2,일반건축물,부산광역시 서구 초장동 136-178번지, 부산광역시 서구 해돋이로173번길 17-4,,26140,11900,0,136,178,,,,0,2.61E+11,11901,0,17,4,,0,주건축물,0,24.51,0,24.51,24.51,0,12,블록구조,블럭조,1000,단독주택,단독주택,30,슬레이트,스레이트,0,1,0,1,0,0,0,0,0,24.51,0,0,0,0,0,0,0,0,,,19850629,,,,,,0,,0,0,,0,,0,20120530,129.017938,35.09232284
26140-21497,1,일반,2,일반건축물,부산광역시 서구 남부민동 501-8번지, 부산광역시 서구 남부민로 46,,26140,12300,0,501,8,,,,0,2.61E+11,12301,0,46,0,,0,주건축물,0,26.45,0,48.93,48.93,0,12,블록구조,보록크,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,48.93,0,0,0,0,0,0,0,0,,,19670620,,,,,,0,,0,0,,0,,0,20120530,129.0226559,35.0842288
